country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,lat,lon
China,Kunyang,171,4,4,1,171,4,2,1,128,3,28.252259,120.564652
India,Kurara,196,4,2,1,96,2,0,1,196,4,31.4883609,76.8698788
Japan,Kurayoshi,47,1,1,1,35,1,1,1,47,1,35.430166,133.825525
Russia,Kusa,31,1,1,1,31,1,0,1,20,1,55.336521,59.445938
Russia,Kyakhta,37,1,1,1,34,1,0,1,37,1,50.353176,106.44915
Mexico,La Antigua,108,3,2,1,19,1,6,1,108,3,19.321944,-96.318611
France,La Chapelle Sur Erdre,24,1,1,1,22,1,4,1,24,1,47.2996846,-1.5518632
Panama,La Concepcion,55,2,2,1,16,1,4,1,55,2,8.5189164,-82.623702
Colombia,La Victoria,80,2,3,1,1,1,6,1,80,2,4.5232502,-76.0357835
India,Machhlishahr,171,4,4,1,155,4,1,1,171,4,25.6875311,82.4109017
India,Madgaon,82,2,0,1,23,1,0,1,82,2,21.729916,75.112525
India,Madhugiri,62,2,0,1,21,1,0,1,62,2,13.6601789,77.2140882
Portugal,Mafra,37,1,1,1,37,1,4,1,16,1,38.9369782,-9.3282374
India,Mahwa,219,5,1,1,61,2,0,1,219,5,27.0471366,76.928784
Poland,Malbork,92,2,1,1,34,1,2,1,92,2,54.0358356,19.0368496
India,Malia,157,4,0,1,29,1,0,1,157,4,29.1281293,74.6861822
Turkey,Malkara,46,1,1,1,46,1,0,1,39,1,40.8930819,26.9023798
India,Mallapuram,63,2,1,1,24,1,2,1,63,2,15.5127186,79.1714602
Philippines,Malvar,53,2,0,1,23,1,1,1,53,2,14.0472848,121.157631
India,Mandleshwar,163,4,1,1,34,1,0,1,163,4,22.48759075,76.90484672405564
India,Mangalagiri,93,2,1,1,26,1,1,1,93,2,16.4318209,80.5688069
Philippines,Mangaldan,51,2,0,1,24,1,1,1,51,2,16.0702806,120.4037803
India,Mangrol,238,5,1,1,39,1,0,1,238,5,22.9251626,78.3293149
Cuba,Manicaragua,54,2,1,1,18,1,2,1,54,2,22.1502204,-79.9767109
Brazil,Manicore,31,1,1,1,2,1,0,1,31,1,-5.804618,-61.289483
Spain,Manises,32,1,1,1,32,1,1,1,22,1,39.492989,-0.4621429
Niger,Maradi,41,1,2,1,25,1,1,1,41,1,13.501206,7.102534
Philippines,Marawi,45,1,1,1,19,1,0,1,45,1,8.0047262,124.2854351
Italy,Marcianise,62,2,1,1,62,2,2,1,55,2,41.0329966,14.2984228
Brazil,Maruim,21,1,0,1,18,1,1,1,21,1,-10.7372604,-37.0817469
Iran (Islamic Republic of),Mashhad,148,3,1,1,40,1,0,1,148,3,36.2964599,59.5875443
United States of America,Massena,43,1,1,1,19,1,4,1,43,1,44.928106,-74.892082
Brazil,Mata De Sao Joao,42,1,1,1,12,1,3,1,42,1,-12.530685,-38.300898
Uzbekistan,Maymanak,93,2,1,1,47,1,0,1,93,2,39.05622,65.40519
Romania,Medgidia,42,1,1,1,42,1,0,1,20,1,44.2443001,28.269625
Russia,Medvezhyegorsk,55,2,1,1,29,1,0,1,55,2,62.915024,34.473339
India,Mehndawal,147,3,3,1,147,3,1,1,130,3,26.97684,83.10973
,Menton,108,3,2,1,28,1,4,1,108,3,43.7753495,7.5029213
Ukraine,Merefa,41,1,1,1,41,1,0,1,38,1,49.8183386,36.0628675
United States of America,Merrick,112,3,4,1,13,1,34,1,112,3,40.6628796,-73.551516
Turkey,Merzifon,49,1,1,1,33,1,0,1,49,1,40.8721392,35.4635383
Italy,Mesagne,67,2,1,1,67,2,1,1,50,1,40.5597541,17.8085464
Mexico,Metepec,130,3,3,1,11,1,12,1,130,3,20.2375,-98.321389
United States of America,Methuen,70,2,2,1,17,1,15,1,70,2,42.7262016,-71.1908924
France,Meyzieu,118,3,2,1,24,1,4,1,118,3,45.7764637,5.0044767
China,Laiyang,127,3,2,1,118,3,2,1,127,3,36.9786591,120.7068644
Bangladesh,Lalmohan,109,3,2,1,48,1,0,1,109,3,22.3410585,90.7334333
Germany,Lauenburg,33,1,0,1,33,1,1,1,13,1,53.3789803,10.5513889
Netherlands,Leerdam,30,1,1,1,30,1,2,1,20,1,51.8937356,5.0924352
United Kingdom of Great Britain and Northern Ireland,Leigh,59,2,1,1,19,1,10,1,59,2,53.4960455,-2.5171495
Ethiopia,Leku,71,2,1,1,18,1,0,1,71,2,6.8748617,38.4417642
Mexico,Lerdo,95,2,1,1,26,1,1,1,95,2,25.536641,-103.5252472
Russia,Lermontov,35,1,1,1,35,1,1,1,21,1,44.1050468,42.9731466
Colombia,Libano,64,2,2,1,5,1,4,1,64,2,1.8238443,-76.2048853
Czechia,Liberec,74,2,1,1,39,1,1,1,74,2,50.7702648,15.0583947
Germany,Lichtenstein,67,2,1,1,39,1,1,1,67,2,48.4312138,9.256542
France,Limoges,74,2,1,1,29,1,2,1,74,2,45.8354243,1.2644847
Sweden,Linkoping,41,1,1,1,41,1,0,1,26,1,58.4098135,15.6245252
Germany,Lippstadt,42,1,1,1,34,1,2,1,42,1,51.6747074,8.347194
Czechia,Litomerice,72,2,1,1,42,1,2,1,72,2,50.5340795,14.1317985
Switzerland,Locarno,42,1,1,1,19,1,2,1,42,1,46.1695739,8.7954859
Thailand,Lom Sak,34,1,0,1,25,1,0,1,34,1,16.7770781,101.2431565
Mexico,Lopez Mateos,175,4,6,1,5,1,21,1,175,4,20.9361982,-101.4277488
Venezuela (Bolivarian Republic of),Los Teques,50,1,1,1,17,1,6,1,50,1,10.52216,-63.31117
India,Losal,244,5,1,1,46,1,0,1,244,5,27.2524168,76.4703584
United Republic of Tanzania,Luchingu,60,2,1,1,19,1,1,1,60,2,-10.94873785,39.27206660810732
United States of America,Lufkin,134,3,1,1,19,1,2,1,134,3,31.3386242,-94.7288558
United Republic of Tanzania,Lugoba,24,1,0,1,15,1,0,1,24,1,-6.4554399,38.3303806
China,Luohe,161,4,2,1,161,4,2,1,83,2,33.571189,114.0289356
China,Luorong,141,3,3,1,141,3,1,1,96,2,24.406095,109.597266
China,Luyang,150,4,2,1,150,4,2,1,74,2,31.2358322,108.6902275
Switzerland,Luzern,41,1,1,1,22,1,3,1,41,1,47.0505452,8.3054682
United States of America,Lynnfield,64,2,2,1,18,1,15,1,64,2,42.5389836,-71.0481084
United States of America,Mableton,63,2,2,1,35,1,8,1,63,2,33.8188333,-84.5822632
India,Ilkal,59,2,0,1,24,1,0,1,59,2,15.9598085,76.11564
Japan,Inzai,40,1,1,1,40,1,2,1,35,1,35.8322582,140.1452981
Brazil,Ipatinga,48,1,1,1,13,1,2,1,48,1,-19.4777807,-42.5270802
Japan,Iruma,33,1,1,1,33,1,3,1,20,1,35.8358142,139.3909293
United States of America,Irvington,107,3,3,1,12,1,28,1,107,3,41.0398662,-73.872717
Nigeria,Iwo,70,2,3,1,21,1,2,1,70,2,7.633333,4.183333
Mexico,Ixtapa,54,2,2,1,10,1,2,1,54,2,16.8032586,-92.9053697
Turkey,Izmir,63,2,1,1,44,1,1,1,63,2,38.4237433,27.1428019
Sri Lanka,Jaffna,50,1,0,1,25,1,0,1,50,1,9.665093,80.0093029
Guatemala,Jalpatagua,122,3,3,1,0,1,10,1,122,3,14.1367554,-90.0090511
India,Jaynagar Majilpur,160,4,3,1,72,2,3,1,160,4,22.1751976,88.4200808
United States of America,Jefferson City,53,2,1,1,38,1,2,1,53,2,38.577359,-92.1724265
United States of America,Jeffersontown,62,2,1,1,46,1,6,1,62,2,38.1942356,-85.5644033
Nigeria,Jega,46,1,2,1,24,1,1,1,46,1,12.2250004,4.3775587
Cuba,Jiguani,72,2,1,1,12,1,6,1,72,2,20.3700559,-76.4272225
United States of America,Johnston,41,1,1,1,37,1,2,1,41,1,41.6731523,-93.6973395
India,Jorhat,51,2,2,1,31,1,1,1,51,2,26.7577925,94.2079645
Thailand,Kaeng Khoi,57,2,1,1,30,1,1,1,57,2,14.5897806,101.0001303
Pakistan,Kahna Nau,160,4,3,1,131,3,1,1,160,4,31.372104,74.370948
India,Kalmeshwar,181,4,1,1,34,1,0,1,181,4,21.2374393,78.9081689
India,Kamarhati,172,4,5,1,103,3,6,1,172,4,22.6810246,88.3715343
Russia,Kamensk Uralskiy,32,1,1,1,32,1,0,1,28,1,56.389059,61.964115
United States of America,Bellaire,91,2,1,1,18,1,5,1,91,2,29.7057858,-95.4588299
France,Bernay,53,2,1,1,29,1,3,1,53,2,49.0902278,0.5989157
Benin,Beterou,54,2,1,1,18,1,0,1,54,2,9.2021611,2.2736894
India,Bhadreswar,172,4,5,1,106,3,6,1,172,4,22.822929,88.34956
India,Bijbiara,99,2,1,1,46,1,0,1,99,2,33.7895162,75.0756994
Bosnia and Herzegovina,Bileca,67,2,1,1,34,1,0,1,67,2,42.87207,18.4284847
United Kingdom of Great Britain and Northern Ireland,Billingham,56,2,1,1,12,1,12,1,56,2,54.6072779,-1.2910885
Germany,Bischofswerda,82,2,1,1,35,1,2,1,82,2,51.1277815,14.1795516
Italy,Bisignano,59,2,1,1,52,2,1,1,59,2,39.5001974,16.2744614
Bulgaria,Blagoevgrad,58,2,1,1,36,1,1,1,58,2,42.0111077,23.0906457
Central African Republic,Bocaranga,64,2,2,1,18,1,0,1,64,2,6.995897,15.638835
Benin,Bohicon,77,2,3,1,14,1,2,1,77,2,7.1816331,2.0695683
Indonesia,Bojonegoro,104,3,2,1,49,1,0,1,104,3,-7.158753000000001,111.88660450042843
Indonesia,Bone,17,1,0,1,17,1,0,1,14,1,-4.680101799999999,120.09467349780329
Philippines,Bontoc,26,1,0,1,26,1,0,1,22,1,17.0891276,120.977394
Hungary,Bonyhad,75,2,1,1,36,1,1,1,75,2,46.2984212,18.532191
France,Bordeaux,47,1,0,1,47,1,0,1,16,1,44.841225,-0.5800364
Germany,Borna,65,2,1,1,37,1,2,1,65,2,51.1241649,12.4999055
United States of America,Boulder,47,1,1,1,19,1,8,1,47,1,40.0149856,-105.270545
United Kingdom of Great Britain and Northern Ireland,Bracknell,27,1,1,1,24,1,5,1,27,1,51.4143513,-0.7449925
United States of America,Bradenton,63,2,1,1,24,1,13,1,63,2,27.4989278,-82.5748194
India,Brahmapur,116,3,2,1,47,1,1,1,116,3,19.3098134,84.7971562
Belgium,Braine Le Comte,53,2,1,1,25,1,5,1,53,2,50.6107057,4.1360702
United States of America,Brentwood,35,1,1,1,29,1,8,1,35,1,40.7812093,-73.2462273
United Kingdom of Great Britain and Northern Ireland,Bridgend,63,2,1,1,12,1,8,1,63,2,55.7812847,-6.2494614
Poland,Brodnica,94,2,1,1,34,1,1,1,94,2,53.258092,19.3993626
Japan,Hino,34,1,1,1,34,1,3,1,18,1,35.6610715,139.4147051
Japan,Hiratsuka,37,1,1,1,37,1,2,1,16,1,35.357674,139.318278
United States of America,Holland,39,1,1,1,32,1,4,1,39,1,42.6411908,-78.5417311
Germany,Homberg,58,2,1,1,35,1,2,1,58,2,50.6407001,8.1058112
United States of America,Homestead,77,2,1,1,12,1,11,1,77,2,25.4718946,-80.4759905
India,Homnabad,70,2,0,1,25,1,0,1,70,2,17.772604,77.128889
United Kingdom of Great Britain and Northern Ireland,Honiton,59,2,1,1,16,1,7,1,59,2,50.7981119,-3.1924599
Denmark,Horsens,33,1,0,1,33,1,0,1,21,1,55.8611696,9.8444774
Thailand,Hsinpu,54,2,1,1,42,1,1,1,54,2,24.8228000,120.9939000
Thailand,Huai Yot,54,2,1,1,32,1,0,1,54,2,7.7848105,99.6359172
Bolivia (Plurinational State of),Huanuni,14,1,0,1,14,1,0,1,9,1,-19.0684885,-68.3596157
Spain,Huercal Overa,28,1,1,1,28,1,1,1,23,1,37.3895979,-1.9450652
Germany,Hungen,64,2,1,1,40,1,2,1,64,2,50.4696168,8.9171014
China,Huoqiu,178,4,4,1,178,4,3,1,132,3,32.3525728,116.2746107
Japan,Ichikawa,37,1,1,1,37,1,3,1,31,1,35.729412,139.928568
India,Ilampillai,53,2,1,1,29,1,1,1,53,2,11.6043998,78.00731821363155
Poland,Gora Kalwaria,89,2,1,1,33,1,3,1,89,2,51.9843765,21.2140226
Japan,Goshogawara,41,1,1,1,41,1,1,1,29,1,40.8076098,140.4459462
Germany,Graben Neudorf,50,1,1,1,35,1,4,1,50,1,49.1640231,8.4930463
United States of America,Grafton,78,2,3,1,10,1,19,1,78,2,42.768967,-73.4509464
Canada,Granby,54,2,2,1,8,1,8,1,54,2,45.3990409,-72.721834
Spain,Granollers,66,2,1,1,29,1,7,1,66,2,41.6079555,2.2876008
Indonesia,Gresik,115,3,1,1,43,1,1,1,115,3,-7.1571614,112.6559633
Australia,Griffith,24,1,0,1,24,1,0,1,10,1,-34.2870772,146.0551022
Germany,Grimmen,35,1,0,1,35,1,0,1,14,1,54.1127844,13.0429152
Brazil,Guapore,32,1,1,1,17,1,0,1,32,1,-28.8471928,-51.8907881
Brazil,Guarapari,52,2,1,1,23,1,1,1,52,2,-20.6718755,-40.4984617
Venezuela (Bolivarian Republic of),Guasdualito,55,2,1,1,8,1,1,1,55,2,7.24241,-70.73236
Portugal,Guimaraes,25,1,1,1,25,1,4,1,25,1,41.4417677,-8.2955712
Gambia,Gunjur,153,4,1,1,22,1,1,1,153,4,13.17602,-16.759896
United States of America,Gurnee,57,2,2,1,24,1,14,1,57,2,42.3702996,-87.9020186
China,Gushi,187,4,4,1,187,4,2,1,137,3,29.059309,114.151763
Viet Nam,Ha Giang,58,2,2,1,30,1,0,1,58,2,22.8264592,104.9846342
Japan,Hachinohe,40,1,1,1,40,1,0,1,39,1,40.5122388,141.4882959
United States of America,Hacienda Heights,117,3,4,1,4,1,36,1,117,3,31.7428877,-106.3535948
Slovakia,Handlova,75,2,1,1,43,1,0,1,75,2,48.7314317,18.7626944
Belgium,Hasselt,48,1,1,1,30,1,3,1,48,1,50.9303735,5.3378043
Germany,Hauzenberg,52,2,1,1,47,1,1,1,52,2,48.6551971,13.6276784
Germany,Heilbad Heiligenstadt,58,2,1,1,34,1,2,1,58,2,51.3756186,10.138224
Germany,Helmstedt,41,1,1,1,36,1,1,1,41,1,52.2277037,11.0104702
Afghanistan,Herat,83,2,1,1,41,1,0,1,83,2,34.3508273,62.2164003
United States of America,Hermosa Beach,106,3,3,1,4,1,40,1,106,3,33.86428,-118.39591
El Salvador,Ilopango,151,4,4,1,8,1,14,1,151,4,13.6941885,-89.1104745
Japan,Imaichi,33,1,1,1,33,1,1,1,12,1,36.746946,137.1979976
United States of America,Imperial Beach,59,2,2,1,23,1,19,1,59,2,32.5839444,-117.1130849
Japan,Inazawa,59,2,1,1,59,2,2,1,50,1,35.240484,136.758964
Germany,Isselburg,31,1,1,1,31,1,2,1,26,1,51.8344194,6.4614134
Brazil,Itaocara,58,2,2,1,4,1,4,1,58,2,-21.6765,-42.0815
Brazil,Itaquaquecetuba,172,4,7,1,0,1,22,1,172,4,-23.4754492,-46.3514033
Mexico,Jamay,56,2,1,1,16,1,4,1,56,2,21.9889681,-100.7449428
Brazil,Januaria,15,1,0,1,14,1,0,1,15,1,-15.4875,-44.361111
China,Jilin,62,2,3,1,62,2,2,1,54,2,35.679842,105.601599
Russia,Shelekhov,54,2,1,1,36,1,1,1,54,2,52.2097478,104.097683
India,Shikohabad,169,4,4,1,167,4,1,1,169,4,27.1037645,78.5881058
Japan,Shiozawa,65,2,1,1,49,1,2,1,65,2,37.0404461,138.8509437
Russia,Shipunovo,45,1,1,1,45,1,0,1,19,1,54.003105,82.597343
Kenya,Siaya,92,2,3,1,35,1,1,1,92,2,0.0593318,34.2835138
India,Sidhi,162,4,3,1,162,4,2,1,159,4,24.4108921,81.8794694
Poland,Siedlce,35,1,1,1,35,1,0,1,15,1,52.1663751,22.2765138
Indonesia,Sijunjung,42,1,1,1,20,1,0,1,42,1,-0.6996006,100.97795
Bulgaria,Silistra,47,1,1,1,43,1,0,1,47,1,44.118308,27.2600031
Turkey,Silivri,54,2,1,1,37,1,0,1,54,2,41.0742476,28.2481709
Romania,Sinaia,42,1,1,1,40,1,0,1,42,1,45.3454687,25.5481055
Australia,Singleton,31,1,0,1,3,1,13,1,31,1,-32.5664044,151.1733972
Colombia,Sitionuevo,100,3,2,1,11,1,6,1,100,3,10.7770014,-74.7206038
United Kingdom of Great Britain and Northern Ireland,Sleaford,36,1,1,1,36,1,3,1,15,1,52.99965,-0.4095586
Indonesia,Sleman,63,2,1,1,34,1,1,1,63,2,-7.6952864000000005,110.34462923977276
Russia,Snezhnogorsk,32,1,1,1,32,1,0,1,20,1,68.0911501,87.7951934
Portugal,Sobreda,31,1,1,1,31,1,5,1,28,1,38.6500889,-9.1897214
Pakistan,Sodhra,162,4,3,1,160,4,1,1,162,4,32.44706,74.21375
Malaysia,Kampar,60,2,1,1,43,1,1,1,60,2,4.31101200,101.15187190
India,Kanakapura,27,1,1,1,23,1,0,1,27,1,12.5450268,77.4199095
Czechia,Karvina,80,2,1,1,40,1,3,1,80,2,49.8542719,18.5416556
Russia,Kashira,34,1,1,1,34,1,0,1,34,1,54.837449,38.1505119
Russia,Kaspiyskiy,38,1,1,1,38,1,0,1,19,1,46.201675,47.92017
United Republic of Tanzania,Katerero,40,1,1,1,18,1,0,1,40,1,-2.583065,31.3524478
India,Katihar,65,2,2,1,44,1,1,1,65,2,25.5433817,87.5690417
Namibia,Katima Mulilo,19,1,0,1,19,1,0,1,17,1,-17.5073143,24.2793522
Japan,Katsuura,45,1,1,1,45,1,1,1,41,1,35.1521846,140.3207449
United States of America,Kearney,42,1,1,1,30,1,1,1,42,1,40.699478,-99.081858
Sri Lanka,Kegalla,60,2,1,1,23,1,1,1,60,2,7.2523,80.3436
United Kingdom of Great Britain and Northern Ireland,Kenilworth,33,1,1,1,33,1,3,1,22,1,52.3450526,-1.5816028
Russia,Kez,52,2,1,1,31,1,0,1,52,2,57.8965573,53.7140134
Russia,Kanevskaya,37,1,1,1,37,1,0,1,4,1,46.0845999,38.9721929
India,Kanigiri,33,1,1,1,33,1,0,1,33,1,15.4064336,79.5066283
Russia,Karachev,35,1,1,1,34,1,0,1,35,1,53.1221822,34.9825906
India,Karamsad,151,4,1,1,42,1,0,1,151,4,22.541545,72.9048945
Zimbabwe,Kariba,62,2,2,1,15,1,0,1,62,2,-16.527274,28.7755479
India,Karsiyang,61,2,2,1,42,1,1,1,61,2,26.880807,88.27868
Russia,Kartaly,36,1,1,1,36,1,0,1,19,1,53.053261,60.639172
Sudan,Khartoum,77,2,2,1,46,1,1,1,77,2,15.5635972,32.5349123
India,Khonsa,53,2,1,1,25,1,0,1,53,2,26.9910099,95.5061065
Pakistan,Khurianwala,171,4,3,1,171,4,1,1,163,4,31.5040618,73.2713129
Greece,Kiato,81,2,1,1,46,1,0,1,81,2,38.00916,22.7507113
United Republic of Tanzania,Kibakwe,19,1,0,1,19,1,0,1,16,1,-6.713716,36.371526
United Republic of Tanzania,Kibiti,34,1,0,1,19,1,0,1,34,1,-7.7214333,38.9364704
United States of America,Kingman,34,1,1,1,25,1,4,1,34,1,35.189443,-114.0530065
Russia,Kislovodsk,42,1,1,1,39,1,1,1,42,1,43.9128743,42.7192186
Malaysia,Kluang,80,2,1,1,38,1,0,1,80,2,2.0322421,103.3190922
Japan,Kobayashi,27,1,0,1,27,1,1,1,22,1,31.9966841,130.9731456
Uzbekistan,Koson,159,4,1,1,49,1,0,1,159,4,39.0406833,65.5858969
Russia,Kostroma,44,1,1,1,25,1,2,1,44,1,57.7679158,40.9269141
Turkey,Susehri,45,1,0,1,45,1,0,1,21,1,40.1627343,38.0855664
Czechia,Tabor,67,2,1,1,49,1,0,1,67,2,49.4141533,14.6587234
Iran (Islamic Republic of),Tabriz,72,2,1,1,46,1,0,1,72,2,38.074188,46.2964
India,Tadpatri,88,2,2,1,29,1,4,1,88,2,14.906044,78.012147
Philippines,Tagoloan,54,2,1,1,18,1,4,1,54,2,8.1268565,124.2767478
Philippines,Tagum,91,2,2,1,6,1,4,1,91,2,7.4470784,125.8094853
Indonesia,Talang,161,4,7,1,18,1,15,1,161,4,-7.7589375,110.6801533
India,Talipparamba,65,2,1,1,20,1,2,1,65,2,12.04161,75.35927
Russia,Talnakh,29,1,1,1,16,1,3,1,29,1,69.4939889,88.3907607
Latvia,Talsi,33,1,1,1,33,1,0,1,23,1,57.2451926,22.5903003
Sudan,Tambul,107,3,1,1,61,2,0,1,107,3,14.9267897,33.422566
Brazil,Tangua,52,2,1,1,31,1,1,1,52,2,-22.7353777,-42.7202272
Italy,Taormina,81,2,1,1,44,1,0,1,81,2,37.8512218,15.2830191
Mexico,Tapachula,82,2,2,1,31,1,2,1,82,2,14.9042905,-92.2609265
Brazil,Tapaua,28,1,1,1,4,1,0,1,28,1,-5.6232283,-63.1879157
Russia,Tara,38,1,1,1,21,1,0,1,38,1,56.902587,74.3698652
Russia,Tarko Sale,57,2,1,1,33,1,0,1,57,2,64.9219991,77.779459
Romania,Tarnaveni,53,2,1,1,47,1,0,1,53,2,46.3295278,24.2804126
Turkey,Tarsus,43,1,1,1,43,1,0,1,29,1,36.9164834,34.895149
United States of America,Napa,39,1,1,1,31,1,4,1,39,1,38.2971367,-122.2855293
India,Navalgund,39,1,1,1,23,1,2,1,39,1,15.5582208,75.3538481
Republic of North Macedonia,Negotino Polosko,114,3,1,1,37,1,0,1,114,3,41.48389,22.08917
Russia,Nerchinsk,138,3,8,1,44,1,0,1,138,3,51.97694,116.588341
Germany,Nettetal,51,2,1,1,38,1,1,1,51,2,51.3155092,6.2714171
Germany,Neutraubling,63,2,1,1,54,2,0,1,63,2,48.9879681,12.1937046
United States of America,New City,50,1,1,1,39,1,2,1,50,1,41.1469917,-73.9902998
Chad,Ngama,101,3,1,1,41,1,0,1,101,3,11.7914158,17.1628832
Mali,Nioro,182,4,1,1,37,1,0,1,182,4,15.2304528,-9.5899063
Japan,Nishiwaki,70,2,2,1,22,1,14,1,70,2,35.0125755,134.996262
Russia,Nizhneudinsk,28,1,1,1,20,1,2,1,28,1,54.9084881,99.0302862
United Republic of Tanzania,Nkoaranga,31,1,1,1,16,1,0,1,31,1,-3.3502537,36.8570616
South Africa,Nkowakowa,52,2,1,1,26,1,1,1,52,2,-23.88782,30.28708
Russia,Novozybkov,42,1,1,1,42,1,0,1,16,1,52.537086,31.93367
Ecuador,Nueva Loja,10,1,1,1,5,1,0,1,10,1,0.0850662,-76.883564
Nigeria,Numan,70,2,2,1,37,1,0,1,70,2,9.4598443,12.0359283
India,Nurpur,160,4,5,1,30,1,11,1,160,4,32.2997393,75.8839627
Japan,Oga,65,2,2,1,31,1,5,1,65,2,39.8866202,139.8473949
Netherlands,Oirschot,44,1,1,1,39,1,1,1,44,1,51.488961599999996,5.300594979407693
Ghana,Madina,29,1,1,1,22,1,0,1,29,1,5.6864962,-0.1677052
Niger,Magaria,89,2,1,1,46,1,0,1,89,2,13.000948,8.9086775
India,Mahasamund,154,4,2,1,44,1,2,1,154,4,21.1101022,82.0986634
United Kingdom of Great Britain and Northern Ireland,Maidstone,33,1,0,1,33,1,0,1,27,1,51.2748258,0.5231646
Spain,Mairena Del Alcor,43,1,1,1,43,1,0,1,14,1,37.3730933,-5.7489246
India,Maksi,205,5,2,1,31,1,3,1,205,5,23.2586954,76.1467445
United Republic of Tanzania,Makungu,21,1,0,1,19,1,0,1,21,1,-8.7409249,35.2858098
United States of America,Manassas Park,42,1,1,1,42,1,2,1,40,1,38.766802,-77.4420075
India,Mandi,136,3,3,1,32,1,6,1,136,3,31.7084496,76.9293782
India,Manglaur,178,4,7,1,13,1,19,1,178,4,31.6672387,77.3119246
India,Manjhanpur,181,4,5,1,63,2,8,1,181,4,25.5306196,81.3749382
India,Mannargudi,76,2,1,1,30,1,2,1,76,2,10.6673278,79.4443834
Pakistan,Mansehra,176,4,5,1,29,1,10,1,176,4,34.3286855,73.1993125
Ecuador,Manta,56,2,1,1,23,1,0,1,56,2,-0.9482874,-80.7197902
Philippines,Mapandan,97,2,2,1,27,1,6,1,97,2,16.0269118,120.4537476
United States of America,Maple Grove,53,2,1,1,30,1,2,1,53,2,45.0984983,-93.4419222
Brazil,Maracanau,29,1,0,1,24,1,0,1,29,1,-3.8779438,-38.6247697
Portugal,Vila Do Conde,39,1,0,1,39,1,1,1,19,1,41.3540398,-8.7435403
Spain,Viladecans,54,2,1,1,54,2,1,1,52,2,41.3163083,2.0156034
Dominican Republic,Villa Altagracia,114,3,1,1,29,1,2,1,114,3,18.671553,-70.1741865
Spain,Villafranca De Los Barros,37,1,1,1,37,1,0,1,14,1,38.5613352,-6.3392388
Spain,Villarrobledo,40,1,1,1,40,1,0,1,12,1,39.2681742,-2.6042132
France,Vitrolles,47,1,1,1,47,1,3,1,41,1,44.4347105,5.9496043
Austria,Volkermarkt,59,2,1,1,44,1,0,1,59,2,46.6604246,14.6340505
Germany,Volklingen,66,2,1,1,54,2,0,1,66,2,49.2522866,6.859519
Russia,Volodarsk,38,1,1,1,38,1,0,1,20,1,56.224304,43.182655
Estonia,Voru,34,1,1,1,34,1,0,1,15,1,57.8385759,27.0086505
Brazil,Votorantim,72,2,1,1,30,1,1,1,72,2,-23.5383101,-47.4422496
Russia,Vsevolozhsk,30,1,1,1,30,1,1,1,12,1,60.024006,30.646042
India,Vyara,109,3,1,1,27,1,1,1,109,3,21.1121514,73.3960108
Russia,Vysokovsk,36,1,1,1,36,1,0,1,17,1,56.3205097,36.5521708
Libya,Waddan,176,4,1,1,39,1,0,1,176,4,29.1613826,16.141311
United States of America,Walnut,111,3,3,1,19,1,24,1,111,3,41.4772595,-95.2220692
China,Wangou,74,2,2,1,54,2,1,1,74,2,42.0627434,126.91586
Netherlands,Wateringen,37,1,1,1,37,1,1,1,30,1,52.0235098,4.2745855
United States of America,Weirton,47,1,1,1,39,1,2,1,47,1,40.4002396,-80.5899788
Japan,Susaki,50,1,1,1,40,1,1,1,50,1,33.400826,133.2829594
Hungary,Szazhalombatta,69,2,1,1,69,2,0,1,58,2,47.3171992,18.9120948
Portugal,Lamego,25,1,0,1,25,1,2,1,15,1,41.098527,-7.8105708
China,Langfang,137,3,4,1,125,3,7,1,137,3,39.5302055,116.6926134
Germany,Langwedel,67,2,1,1,36,1,4,1,67,2,54.2116886,9.9301891
Panama,Las Lomas,57,2,1,1,17,1,3,1,57,2,8.4317049,-82.3928121
Italy,Latisana,72,2,1,1,40,1,2,1,72,2,45.7776908,12.9967006
Germany,Lauchhammer,72,2,1,1,30,1,4,1,72,2,51.4977774,13.7400618
Canada,Leamington,77,2,2,1,29,1,13,1,77,2,42.0531166,-82.5996998
Indonesia,Lebaksiu,86,2,2,1,76,2,1,1,86,2,-7.0469368,109.1467653
Chile,Lebu,28,1,0,1,28,1,0,1,19,1,-37.6102279,-73.656055
Poland,Legionowo,34,1,1,1,34,1,1,1,27,1,52.3952285,20.9308309
Brazil,Leticia,14,1,1,1,2,1,0,1,14,1,-19.8066343,-43.9778491
Ukraine,Letychiv,48,1,1,1,33,1,0,1,48,1,49.38286,27.62306
Germany,Leutkirch,51,2,1,1,35,1,3,1,51,2,47.82772525,10.02292236135626
United States of America,Lewisburg,68,2,2,1,25,1,9,1,68,2,40.9645337,-76.8847639
United Kingdom of Great Britain and Northern Ireland,Leyland,35,1,1,1,35,1,3,1,18,1,53.6904813,-2.6991336
Pakistan,Liaqatabad,174,4,3,1,147,3,0,1,174,4,31.5647005,74.3043702
Brazil,Limeira,62,2,2,1,4,1,4,1,62,2,-22.5615068,-47.401766
Brazil,Limoeiro,36,1,1,1,9,1,4,1,36,1,-7.872599,-35.440154
United States of America,Lincolnton,81,2,3,1,15,1,21,1,81,2,33.7924993,-82.4793806
