country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
Finland,Kankaanpaa,35,1,1,1,35,1,0,1,14,1
,Kannangad,77,2,1,1,25,1,0,1,77,2
Russia,Karabudakhkent,69,2,1,1,42,1,0,1,69,2
Indonesia,Karangasem,44,1,1,1,26,1,0,1,44,1
Indonesia,Karawang,124,3,3,1,124,3,1,1,91,2
Czechia,Karlovy Vary,68,2,1,1,33,1,4,1,68,2
Turkey,Kars,40,1,0,1,40,1,0,1,31,1
Greece,Kavala,84,2,1,1,40,1,0,1,84,2
Bulgaria,Kavarna,44,1,1,1,44,1,0,1,41,1
Russia,Kazanskaya,36,1,1,1,36,1,0,1,17,1
Kyrgyzstan,Kemin,78,2,0,1,43,1,0,1,78,2
Finland,Kempele,31,1,1,1,31,1,1,1,11,1
Slovakia,Kezmarok,60,2,1,1,40,1,0,1,60,2
Ireland,Drogheda,58,2,1,1,24,1,4,1,58,2
Russia,Dubovka,38,1,1,1,38,1,0,1,9,1
,Durban,90,2,3,1,25,1,4,1,90,2
Turkey,Duzce,54,2,1,1,40,1,0,1,54,2
Italy,Eboli,45,1,1,1,45,1,1,1,42,1
France,Echirolles,40,1,3,1,1,1,25,1,40,1
Nigeria,Eha Amufu,96,2,3,1,20,1,3,1,96,2
Colombia,El Copey,69,2,2,1,8,1,4,1,69,2
Brazil,Elesbao Veloso,34,1,1,1,9,1,1,1,34,1
Malaysia,Kuala Krai,64,2,1,1,27,1,0,1,64,2
Malaysia,Kulai,151,4,1,1,61,2,3,1,151,4
Pakistan,Kundian,174,4,3,1,139,3,0,1,174,4
Australia,Kurri Kurri,52,2,1,1,2,1,16,1,52,2
Japan,Kurume,33,1,1,1,33,1,1,1,14,1
Dominican Republic,La Romana,125,3,1,1,18,1,2,1,125,3
Bangladesh,Khulna,53,2,1,1,29,1,1,1,53,2
United Kingdom of Great Britain and Northern Ireland,Kingswood,32,1,1,1,23,1,6,1,32,1
India,Kishanganj,62,2,2,1,42,1,1,1,62,2
Denmark,Kolding,38,1,1,1,38,1,1,1,38,1
Bulgaria,Kostinbrod,83,2,1,1,46,1,1,1,83,2
Russia,Kovrov,52,2,1,1,28,1,4,1,52,2
Romania,Falticeni,71,2,1,1,38,1,1,1,71,2
Italy,Favara,52,2,1,1,34,1,4,1,52,2
Italy,Figline Valdarno,36,1,1,1,36,1,2,1,19,1
United States of America,Flagstaff,39,1,1,1,25,1,2,1,39,1
,Praia Grande,154,4,4,1,1,1,21,1,154,4
Russia,Progress,35,1,1,1,35,1,0,1,24,1
India,Pulgaon,154,4,0,1,29,1,0,1,154,4
Philippines,Pulilan,63,2,1,1,23,1,1,1,63,2
Netherlands,Putten,35,1,0,1,34,1,1,1,35,1
Iran (Islamic Republic of),Qeshm,150,4,1,1,75,2,0,1,150,4
China,Qixia,132,3,3,1,132,3,1,1,96,2
Viet Nam,Qui Nhon,47,1,1,1,23,1,0,1,47,1
Germany,Radebeul,50,1,1,1,27,1,4,1,50,1
United States of America,Rancho Santa Margarita,68,2,2,1,13,1,18,1,68,2
Brazil,Raposos,111,3,3,1,1,1,9,1,111,3
Germany,Raunheim,53,2,1,1,27,1,3,1,53,2
Italy,Ravanusa,57,2,2,1,28,1,6,1,57,2
India,Rayagada,145,3,1,1,30,1,1,1,145,3
Spain,Reinosa,34,1,1,1,34,1,1,1,15,1
India,Rewa,190,4,1,1,51,2,0,1,190,4
South Africa,Richards Bay,61,2,1,1,24,1,1,1,61,2
Portugal,Rio Tinto,28,1,0,1,28,1,2,1,21,1
Colombia,Rionegro,71,2,2,1,7,1,6,1,71,2
United Republic of Tanzania,Rulenge,57,2,2,1,17,1,0,1,57,2
United States of America,Rutland,54,2,2,1,9,1,5,1,54,2
Colombia,Salamina,65,2,2,1,6,1,5,1,65,2
Latvia,Salaspils,55,2,1,1,31,1,1,1,55,2
Thailand,Sam Phran,55,2,1,1,24,1,0,1,55,2
Mexico,San Juan De Las Huertas,76,2,2,1,10,1,8,1,76,2
Poland,Sanok,77,2,1,1,39,1,0,1,77,2
Brazil,Sao Joao Do Piaui,28,1,0,1,14,1,0,1,28,1
Brazil,Sape,46,1,1,1,16,1,3,1,46,1
India,Satwas,156,4,1,1,36,1,0,1,156,4
Germany,Schwalmstadt,48,1,1,1,25,1,3,1,48,1
Indonesia,Serang,195,4,4,1,195,4,3,1,161,4
Iran (Islamic Republic of),Shahriyar,166,4,2,1,166,4,5,1,150,4
China,Shangrao,142,3,4,1,142,3,2,1,100,3
Russia,Ordzhonikidzevskaya,41,1,1,1,37,1,1,1,41,1
Republic of Moldova,Orhei,44,1,1,1,36,1,0,1,44,1
Brazil,Ortigueira,33,1,1,1,12,1,1,1,33,1
,Os,29,1,0,1,29,1,0,1,14,1
Poland,Ostrow Wielkopolski,60,2,1,1,24,1,3,1,60,2
United States of America,Ottumwa,51,2,1,1,36,1,3,1,51,2
Haiti,Ouanaminthe,107,3,3,1,6,1,12,1,107,3
Nigeria,Owerri,141,3,8,1,16,1,7,1,141,3
,Paciran,169,4,4,1,142,3,1,1,169,4
Colombia,Pailitas,53,2,1,1,6,1,1,1,53,2
Italy,Palombara Sabina,44,1,1,1,44,1,3,1,37,1
Germany,Papenburg,36,1,0,1,36,1,0,1,34,1
India,Pappinisseri,72,2,0,1,23,1,0,1,72,2
Poland,Parczew,53,2,1,1,37,1,1,1,53,2
United States of America,Parkersburg,36,1,2,1,36,1,3,1,28,1
Germany,Pasewalk,34,1,0,1,34,1,1,1,32,1
India,Patharia,184,4,1,1,39,1,0,1,184,4
India,Patur,140,3,1,1,33,1,0,1,140,3
Indonesia,Perbaungan,76,2,2,1,41,1,0,1,76,2
France,Perigueux,36,1,1,1,36,1,1,1,25,1
Bulgaria,Petric,59,2,1,1,45,1,0,1,59,2
Thailand,Phayakkhaphum Phisai,43,1,0,1,28,1,0,1,43,1
Ukraine,Pidhorodne,39,1,1,1,39,1,2,1,13,1
India,Pilibhit,165,4,3,1,165,4,1,1,156,4
United States of America,Pinole,56,2,1,1,13,1,18,1,56,2
Spain,Pinos Puente,24,1,1,1,24,1,2,1,16,1
Bulgaria,Plovdiv,46,1,1,1,41,1,1,1,46,1
Philippines,Polomolok,41,1,1,1,17,1,0,1,41,1
United States of America,Pompano Beach,78,2,2,1,12,1,12,1,78,2
Australia,Port Augusta,25,1,0,1,23,1,1,1,25,1
Japan,Shizukuishi,28,1,1,1,28,1,1,1,16,1
Ukraine,Shostka,36,1,1,1,36,1,0,1,13,1
India,Shupiyan,107,3,1,1,48,1,0,1,107,3
Kazakhstan,Shymkent,74,2,1,1,46,1,0,1,74,2
Germany,Siegen,49,1,1,1,26,1,3,1,49,1
Honduras,Siguatepeque,71,2,1,1,5,1,3,1,71,2
India,Sindi,171,4,1,1,30,1,0,1,171,4
India,Singanallur,56,2,0,1,23,1,0,1,56,2
Poland,Slawno,32,1,0,1,32,1,0,1,27,1
Brazil,Sobradinho,19,1,1,1,12,1,1,1,19,1
Viet Nam,Soc Trang,58,2,1,1,28,1,1,1,58,2
Thailand,Nong Khai,49,1,0,1,26,1,0,1,49,1
United States of America,North Charleston,53,2,1,1,31,1,7,1,53,2
Brazil,Nova Olimpia,25,1,1,1,3,1,1,1,25,1
Russia,Novaya Lyalya,51,2,1,1,30,1,0,1,51,2
Russia,Novoshakhtinsk,38,1,1,1,38,1,1,1,12,1
South Africa,Nylstroom,73,2,3,1,18,1,2,1,73,2
Germany,Offenbach,52,2,1,1,27,1,3,1,52,2
United Kingdom of Great Britain and Northern Ireland,Oldham,30,1,1,1,30,1,3,1,29,1
Italy,Soliera,101,3,2,1,27,1,9,1,101,3
Denmark,Solrod,36,1,1,1,36,1,0,1,26,1
Italy,Sora,43,1,1,1,42,1,1,1,43,1
Brazil,Soure,52,2,1,1,16,1,0,1,52,2
United States of America,South Daytona,61,2,1,1,24,1,8,1,61,2
United States of America,South Euclid,45,1,1,1,45,1,4,1,34,1
Russia,Sovetsk,34,1,1,1,33,1,0,1,34,1
South Africa,Stilfontein,175,4,10,1,17,1,13,1,175,4
China,Suihua,100,3,2,1,72,2,1,1,100,3
India,Sulurpeta,70,2,1,1,28,1,0,1,70,2
Angola,Sumbe,58,2,2,1,14,1,1,1,58,2
Norway,Jessheim,35,1,0,1,35,1,1,1,24,1
India,Jetalsar,151,4,0,1,30,1,0,1,151,4
China,Jiupu,98,2,4,1,31,1,11,1,98,2
Indonesia,Jogonalan,59,2,1,1,28,1,1,1,59,2
United States of America,Joppatowne,57,2,1,1,44,1,4,1,57,2
India,Julana,500,6,1,1,41,1,1,1,490,6
Guatemala,Jutiapa,82,2,3,1,5,1,10,1,82,2
Nepal,Kalaiya,229,5,3,1,132,3,0,1,229,5
India,Kalamb,123,3,1,1,26,1,0,1,123,3
Ukraine,Kalanchak,41,1,1,1,40,1,0,1,41,1
India,Kalugumalai,52,2,1,1,29,1,0,1,52,2
Japan,Kamogawa,44,1,1,1,44,1,1,1,44,1
India,Imphal,60,2,1,1,41,1,0,1,60,2
United Republic of Tanzania,Inyonga,36,1,1,1,17,1,0,1,36,1
Turkey,Iskenderun,49,1,1,1,40,1,0,1,49,1
Russia,Istra,47,1,1,1,30,1,3,1,47,1
Colombia,Itagui,120,3,4,1,1,1,8,1,120,3
Brazil,Itajuba,54,2,1,1,8,1,4,1,54,2
Brazil,Itaperuna,57,2,2,1,0,1,5,1,57,2
Japan,Itsukaichi,42,1,1,1,34,1,3,1,42,1
Brazil,Ivoti,55,2,1,1,13,1,4,1,55,2
India,Jalalabad,500,6,1,1,48,1,1,1,500,6
United Kingdom of Great Britain and Northern Ireland,Jarrow,34,1,0,1,30,1,1,1,34,1
India,Jasdan,155,4,0,1,33,1,0,1,155,4
Ethiopia,Hirna,71,2,1,1,19,1,0,1,71,2
Viet Nam,Ho Chi Minh City,86,2,2,1,35,1,2,1,86,2
Ukraine,Horodyshche,51,2,1,1,43,1,0,1,51,2
China,Huainan,164,4,4,1,164,4,8,1,141,3
Germany,Hude,33,1,1,1,33,1,2,1,26,1
France,Hyeres,62,2,1,1,29,1,8,1,62,2
Ecuador,Ibarra,30,1,1,1,8,1,2,1,30,1
Brazil,Iguaba Grande,61,2,2,1,33,1,3,1,61,2
Russia,Guryevsk,40,1,1,1,40,1,1,1,25,1
Belgium,Haaltert,40,1,1,1,24,1,4,1,40,1
United States of America,Hamilton,45,1,1,1,31,1,8,1,45,1
United States of America,Hays,62,2,1,1,37,1,1,1,62,2
United States of America,Hercules,47,1,1,1,25,1,8,1,47,1
Pakistan,Sarhari,165,4,1,1,41,1,0,1,165,4
Netherlands,Schagen,38,1,1,1,38,1,2,1,34,1
Russia,Sertolovo,34,1,1,1,34,1,1,1,21,1
Ethiopia,Shakiso,35,1,0,1,16,1,0,1,35,1
Japan,Komae,52,2,1,1,52,2,4,1,50,1
Bosnia and Herzegovina,Konjic,36,1,1,1,36,1,0,1,36,1
Switzerland,Konstanz,102,3,1,1,31,1,2,1,102,3
Ethiopia,Korem,156,4,1,1,28,1,0,1,156,4
Thailand,Kranuan,42,1,0,1,28,1,0,1,42,1
Republic of North Macedonia,Kratovo,62,2,1,1,37,1,0,1,62,2
Angola,Kuito,76,2,2,1,20,1,1,1,76,2
Pakistan,Kulachi,177,4,2,1,100,3,0,1,177,4
Russia,Kuleshovka,37,1,1,1,37,1,2,1,17,1
India,Kumher,323,6,1,1,47,1,0,1,319,6
India,Kundarki,185,4,4,1,185,4,1,1,157,4
Russia,Kurovskoye,31,1,1,1,31,1,3,1,26,1
Sudan,Kusti,43,1,1,1,18,1,0,1,43,1
Uzbekistan,Kuva,127,3,1,1,100,3,2,1,127,3
Australia,Kwinana,27,1,0,1,27,1,1,1,23,1
France,La Celle Saint Cloud,63,2,1,1,18,1,7,1,63,2
Nicaragua,La Paz Centro,39,1,1,1,16,1,3,1,39,1
France,La Queue En Brie,58,2,1,1,19,1,6,1,58,2
Spain,La Rinconada,28,1,1,1,28,1,2,1,24,1
Brazil,Labrea,32,1,1,1,3,1,0,1,32,1
Russia,Ladozhskaya,39,1,1,1,34,1,0,1,39,1
Nepal,Lahan,59,2,2,1,38,1,0,1,59,2
Germany,Lahnstein,52,2,1,1,24,1,3,1,52,2
Italy,Laives,99,2,1,1,21,1,5,1,99,2
United States of America,Lake Zurich,61,2,2,1,22,1,20,1,61,2
Poland,Lancut,98,2,1,1,35,1,2,1,98,2
Thailand,Lat Yao,20,1,0,1,20,1,0,1,17,1
Germany,Leichlingen,46,1,1,1,26,1,3,1,46,1
Germany,Linkenheim Hochstetten,53,2,1,1,29,1,3,1,53,2
,Llanelli,40,1,1,1,24,1,2,1,40,1
Germany,Lohne,38,1,0,1,34,1,1,1,38,1
Belgium,Lommel,39,1,1,1,29,1,3,1,39,1
,Long Beach,51,2,1,1,25,1,12,1,51,2
Philippines,Longos,52,2,1,1,25,1,1,1,52,2
Spain,Lorca,25,1,1,1,25,1,1,1,18,1
Philippines,Lutayan,53,2,1,1,24,1,0,1,53,2
Switzerland,Lyss,80,2,1,1,29,1,1,1,80,2
Russia,Lyubertsy,60,2,1,1,19,1,15,1,60,2
Netherlands,Maarsen,37,1,0,1,34,1,1,1,37,1
India,Mahemdavad,158,4,1,1,39,1,0,1,158,4
Brazil,Mairi,22,1,0,1,13,1,0,1,22,1
Philippines,Makati,63,2,1,1,23,1,1,1,63,2
Japan,Maki,41,1,1,1,41,1,0,1,26,1
India,Malkera,184,4,3,1,135,3,2,1,184,4
Sweden,Malmo,35,1,0,1,35,1,0,1,26,1
India,Manasa,159,4,1,1,39,1,0,1,159,4
Syrian Arab Republic,Manbij,71,2,1,1,42,1,0,1,71,2
China,Maoming,65,2,1,1,31,1,3,1,65,2
Iran (Islamic Republic of),Maragheh,76,2,1,1,46,1,0,1,76,2
Spain,Merida,29,1,1,1,29,1,2,1,20,1
Mexico,Mexicali,37,1,1,1,21,1,7,1,37,1
Russia,Mezhdurechensk,37,1,1,1,37,1,0,1,28,1
United States of America,Miami Lakes,153,4,4,1,4,1,20,1,153,4
Germany,Michelstadt,54,2,1,1,33,1,3,1,54,2
Russia,Mikun,35,1,1,1,35,1,0,1,10,1
Australia,Mildura,27,1,0,1,25,1,0,1,27,1
United States of America,Minden,63,2,1,1,20,1,3,1,63,2
Italy,Mirandola,124,3,2,1,28,1,10,1,124,3
Brazil,Mirassol,39,1,1,1,10,1,2,1,39,1
Malaysia,Miri,209,5,67,2,209,5,2,1,157,4
Pakistan,Mirwah,163,4,1,1,43,1,0,1,163,4
Poland,Mlawa,35,1,0,1,35,1,0,1,32,1
Chad,Moissala,69,2,2,1,6,1,0,1,69,2
Ethiopia,Mojo,95,2,1,1,26,1,0,1,95,2
Russia,Monchegorsk,29,1,1,1,29,1,0,1,9,1
France,Mons En Baroeul,48,1,1,1,27,1,4,1,48,1
United States of America,Mounds View,53,2,1,1,33,1,9,1,53,2
Brazil,Mutuipe,21,1,0,1,11,1,1,1,21,1
Israel,Nahef,143,3,3,1,35,1,16,1,143,3
Poland,Naklo Nad Notecia,35,1,0,1,34,1,0,1,35,1
Russia,Naryan Mar,26,1,1,1,26,1,0,1,11,1
Malta,Naxxar,39,1,1,1,39,1,2,1,22,1
Ethiopia,Nazret,98,2,1,1,25,1,0,1,98,2
Colombia,Neira,73,2,2,1,4,1,6,1,73,2
Germany,Nidderau,51,2,1,1,26,1,3,1,51,2
China,Ningxiang,160,4,7,1,72,2,19,1,160,4
Viet Nam,Ninh Binh,54,2,1,1,37,1,1,1,54,2
Cuba,Niquero,53,2,1,1,25,1,0,1,53,2
France,Nogent Sur Oise,54,2,1,1,24,1,3,1,54,2
Australia,Karratha,22,1,0,1,22,1,0,1,9,1
Turkmenistan,Kerki,86,2,1,1,49,1,0,1,86,2
India,Khair,352,6,2,1,107,3,1,1,335,6
Russia,Imeni Morozova,74,2,1,1,37,1,4,1,74,2
Japan,Ishikawa,39,1,1,1,39,1,2,1,19,1
Turkey,Isparta,49,1,1,1,33,1,0,1,49,1
Brazil,Itaborai,150,4,4,1,4,1,16,1,150,4
Brazil,Jacutinga,66,2,1,1,9,1,4,1,66,2
Cuba,Jaguey Grande,54,2,1,1,20,1,2,1,54,2
Iran (Islamic Republic of),Khormuj,137,3,1,1,72,2,0,1,137,3
India,Khunti,185,4,2,1,70,2,0,1,185,4
Russia,Khvalynsk,45,1,1,1,38,1,0,1,45,1
,Kismayo,27,1,0,1,23,1,0,1,27,1
Czechia,Klasterec Nad Ohri,56,2,1,1,32,1,4,1,56,2
Indonesia,Klaten,48,1,1,1,27,1,0,1,48,1
Mexico,Macuspana,165,4,5,1,6,1,10,1,165,4
United Republic of Tanzania,Mafinga,30,1,1,1,16,1,0,1,30,1
Philippines,Magsaysay,57,2,1,1,23,1,0,1,57,2
United States of America,Marquette,34,1,1,1,34,1,2,1,29,1
Japan,Masuda,44,1,1,1,44,1,0,1,32,1
Mexico,Matias Romero,79,2,1,1,15,1,1,1,79,2
Russia,Matveyev Kurgan,39,1,1,1,39,1,1,1,12,1
Russia,Maykop,57,2,1,1,38,1,1,1,57,2
Italy,Mazara Del Vallo,56,2,1,1,56,2,1,1,49,1
United States of America,Mehlville,85,2,2,1,10,1,19,1,85,2
United States of America,Melville,65,2,2,1,14,1,23,1,65,2
Japan,Moriya,52,2,1,1,46,1,4,1,52,2
China,Jiangyan,206,5,5,1,206,5,5,1,150,4
India,Kalghatgi,50,1,0,1,23,1,0,1,50,1
United States of America,Yarmouth,37,1,1,1,37,1,3,1,19,1
Japan,Yoichi,39,1,1,1,39,1,1,1,14,1
Japan,Yokote,49,1,1,1,49,1,1,1,37,1
Japan,Yorii,86,2,1,1,86,2,1,1,67,2
China,Yunhe,200,4,4,1,200,4,2,1,164,4
Poland,Zagan,68,2,1,1,38,1,1,1,68,2
Russia,Zavolzhsk,55,2,1,1,24,1,4,1,55,2
Mexico,Zihuatanejo,36,1,1,1,17,1,2,1,36,1
Switzerland,Zug,54,2,1,1,22,1,3,1,54,2
India,Tijara,177,4,4,1,153,4,1,1,177,4
India,Tiruchchendur,53,2,0,1,29,1,0,1,53,2
Poland,Tomaszow Mazowiecki,34,1,1,1,32,1,1,1,34,1
India,Tehri,103,3,2,1,69,2,0,1,103,3
India,Tekkalakota,36,1,1,1,36,1,0,1,17,1
United States of America,Tenafly,77,2,2,1,17,1,21,1,77,2
Mexico,Tenango De Arista,177,4,4,1,7,1,22,1,177,4
Mexico,Tenango De Rio Blanco,84,2,2,1,15,1,6,1,84,2
Turkey,Tepecik,59,2,1,1,34,1,1,1,59,2
Pakistan,Thano Bula Khan,174,4,1,1,40,1,0,1,174,4
Germany,Tholey,65,2,1,1,30,1,5,1,65,2
Spain,Tias,25,1,0,1,25,1,0,1,9,1
,Tigzirt,50,1,4,1,41,1,16,1,50,1
Indonesia,Tondano,29,1,0,1,15,1,0,1,29,1
China,Tongren,60,2,2,1,51,2,0,1,60,2
Spain,Torrelodones,57,2,1,1,25,1,3,1,57,2
United States of America,Town And Country,58,2,2,1,24,1,12,1,58,2
Russia,Ukhta,44,1,1,1,33,1,0,1,44,1
India,Ulhasnagar,164,4,4,1,32,1,5,1,164,4
Netherlands,Dronten,34,1,0,1,34,1,1,1,33,1
Dominican Republic,Duverge,63,2,1,1,15,1,5,1,63,2
Guatemala,El Palmar,108,3,4,1,10,1,12,1,108,3
France,Elancourt,62,2,1,1,17,1,7,1,62,2
India,Ongole,83,2,1,1,33,1,0,1,83,2
Côte d'Ivoire,Oume,68,2,2,1,12,1,0,1,68,2
United States of America,Owasso,53,2,1,1,27,1,5,1,53,2
Colombia,Paipa,38,1,1,1,5,1,4,1,38,1
India,Palanpur,172,4,0,1,30,1,0,1,172,4
Serbia,Pozarevac,75,2,1,1,42,1,1,1,75,2
,Pozzallo,65,2,1,1,19,1,7,1,65,2
Argentina,Presidencia Roque Saenz Pena,22,1,0,1,22,1,0,1,17,1
South Africa,Prieska,81,2,2,1,17,1,2,1,81,2
Guatemala,Puerto Barrios,47,1,1,1,13,1,1,1,47,1
China,Pulandian,116,3,3,1,116,3,1,1,104,3
Canada,Quesnel,23,1,1,1,23,1,0,1,14,1
Ecuador,Quevedo,74,2,3,1,3,1,7,1,74,2
France,Quimperle,45,1,1,1,32,1,2,1,45,1
Germany,Radevormwald,34,1,0,1,24,1,2,1,34,1
Germany,Rahden,35,1,0,1,27,1,2,1,35,1
India,Rairangpur,168,4,1,1,55,2,0,1,168,4
India,Rajkot,151,4,0,1,36,1,0,1,151,4
Malaysia,Ranau,41,1,1,1,27,1,0,1,41,1
Malaysia,Raub,74,2,1,1,35,1,0,1,74,2
India,Raya,469,6,1,1,38,1,1,1,382,6
United States of America,Redmond,62,2,2,1,17,1,15,1,62,2
Chile,Rengo,115,3,4,1,1,1,11,1,115,3
Croatia,Rijeka,50,1,1,1,50,1,0,1,14,1
Brazil,Rio Pomba,56,2,1,1,9,1,3,1,56,2
Uruguay,Rocha,24,1,0,1,24,1,0,1,11,1
United States of America,Rockford,59,2,2,1,20,1,8,1,59,2
Germany,Rommerskirchen,30,1,0,1,25,1,2,1,30,1
Romania,Rosiori De Vede,62,2,1,1,37,1,2,1,62,2
Philippines,Roxas,45,1,1,1,27,1,0,1,45,1
India,Rura,271,5,1,1,46,1,1,1,271,5
Russia,Rybnoye,52,2,1,1,35,1,2,1,52,2
Thailand,Sa Kaeo,46,1,0,1,29,1,0,1,46,1
India,Sagar,57,2,0,1,22,1,0,1,57,2
Philippines,Sagay,53,2,1,1,27,1,0,1,53,2
France,Saint Francois,100,3,0,1,25,1,0,1,100,3
Hungary,Salgotarjan,56,2,1,1,32,1,2,1,56,2
Uruguay,Salto,23,1,0,1,23,1,0,1,9,1
Germany,Salzgitter,37,1,0,1,30,1,1,1,37,1
Philippines,Samal,61,2,1,1,16,1,0,1,61,2
Argentina,San Carlos De Bariloche,15,1,0,1,15,1,1,1,5,1
Cuba,San Cristobal,55,2,1,1,27,1,2,1,55,2
Dominican Republic,San Francisco De Macoris,151,4,2,1,9,1,12,1,151,4
Philippines,San Simon,54,2,1,1,27,1,0,1,54,2
,Sandakan,48,1,1,1,19,1,0,1,48,1
Brazil,Santo Antonio Do Amparo,45,1,1,1,10,1,3,1,45,1
Brazil,Santo Antonio Do Monte,42,1,1,1,6,1,3,1,42,1
Brazil,Sao Fidelis,62,2,2,1,0,1,6,1,62,2
Brazil,Sao Jose Do Egito,28,1,0,1,17,1,0,1,28,1
Brazil,Sao Miguel Do Oeste,20,1,0,1,20,1,0,1,11,1
United States of America,West Jordan,56,2,1,1,6,1,14,1,56,2
United States of America,West Valley City,52,2,1,1,7,1,13,1,52,2
United States of America,Whitewater,72,2,2,1,9,1,13,1,72,2
South Africa,Winburg,131,3,6,1,14,1,6,1,131,3
Australia,Wollongong,24,1,0,1,24,1,2,1,19,1
Mozambique,Xai Xai,39,1,1,1,23,1,0,1,39,1
Japan,Yachiyo,71,2,1,1,71,2,2,1,33,1
China,Yanzhou,158,4,2,1,158,4,2,1,84,2
Liberia,Yekepa,49,1,1,1,11,1,0,1,49,1
Japan,Yubari,27,1,1,1,27,1,2,1,13,1
Japan,Yuza,37,1,1,1,37,1,0,1,29,1
Czechia,Zabreh,47,1,1,1,23,1,2,1,47,1
Russia,Zheleznovodsk,40,1,1,1,40,1,1,1,38,1
Kazakhstan,Zhitikara,40,1,1,1,40,1,0,1,16,1
China,Zhucheng,162,4,3,1,162,4,2,1,113,3
Netherlands,Zoetermeer,34,1,0,1,34,1,1,1,28,1
Turkey,Zonguldak,36,1,1,1,36,1,0,1,20,1
Russia,Zubova Polyana,44,1,1,1,33,1,1,1,44,1
Netherlands,Papendrecht,34,1,0,1,34,1,1,1,27,1
Brazil,Paranavai,14,1,1,1,9,1,0,1,14,1
Brazil,Parnarama,26,1,0,1,13,1,0,1,26,1
Mexico,Patzcuaro,19,1,0,1,9,1,1,1,19,1
Malaysia,Pekan,63,2,1,1,35,1,0,1,63,2
Italy,Pellezzano,56,2,1,1,56,2,1,1,50,1
Brazil,Perdoes,42,1,1,1,10,1,2,1,42,1
Albania,Permet,58,2,1,1,38,1,0,1,58,2
United Kingdom of Great Britain and Northern Ireland,Perth,37,1,1,1,22,1,7,1,37,1
Italy,Pescara,70,2,1,1,35,1,5,1,70,2
Russia,Petropavlovsk Kamchatskiy,33,1,0,1,33,1,0,1,10,1
South Africa,Pietermaritzburg,215,5,13,1,3,1,13,1,215,5
Brazil,Pilar,39,1,1,1,15,1,2,1,39,1
Poland,Pinczow,48,1,1,1,27,1,3,1,48,1
Brazil,Pitangueiras,149,3,3,1,4,1,7,1,149,3
Poland,Plonsk,36,1,1,1,36,1,1,1,27,1
Hungary,Pomaz,63,2,1,1,33,1,3,1,63,2
Brazil,Pompeia,30,1,1,1,10,1,1,1,30,1
,Ponta Delgada,21,1,0,1,21,1,2,1,12,1
France,Pontivy,40,1,1,1,27,1,3,1,40,1
United States of America,Port Arthur,29,1,0,1,24,1,3,1,29,1
United States of America,Glen Ellyn,67,2,2,1,17,1,17,1,67,2
United States of America,Glens Falls,64,2,2,1,17,1,6,1,64,2
Poland,Glubczyce,80,2,1,1,39,1,3,1,80,2
United States of America,Goshen,76,2,2,1,19,1,11,1,76,2
Germany,Grafelfing,63,2,2,1,27,1,5,1,63,2
Argentina,Gualeguaychu,14,1,0,1,12,1,2,1,14,1
Brazil,Guaranesia,35,1,1,1,6,1,1,1,35,1
Venezuela (Bolivarian Republic of),Guarenas,141,3,1,1,16,1,7,1,141,3
Colombia,Guarne,101,3,3,1,5,1,8,1,101,3
Guatemala,Guatemala City,79,2,2,1,7,1,6,1,79,2
China,Guicheng,65,2,2,1,47,1,2,1,65,2
India,Gurmatkal,96,2,1,1,42,1,0,1,96,2
Turkey,Gursu,70,2,1,1,34,1,1,1,70,2
Hungary,Hajduhadhaz,66,2,1,1,36,1,2,1,66,2
Germany,Hannoversch Munden,63,2,2,1,25,1,11,1,63,2
United Kingdom of Great Britain and Northern Ireland,Harrogate,32,1,1,1,32,1,3,1,15,1
Germany,Hattersheim,71,2,2,1,36,1,5,1,71,2
Sri Lanka,Hatton,52,2,1,1,22,1,1,1,52,2
United Kingdom of Great Britain and Northern Ireland,Haverfordwest,41,1,1,1,21,1,5,1,41,1
United States of America,Herrin,63,2,2,1,27,1,13,1,63,2
United Kingdom of Great Britain and Northern Ireland,Hertford,32,1,1,1,32,1,4,1,23,1
China,Heze,201,5,5,1,201,5,4,1,159,4
United States of America,Highland Park,89,2,2,1,17,1,19,1,89,2
Germany,Ettenheim,67,2,1,1,27,1,4,1,67,2
United States of America,Ewing,54,2,2,1,27,1,10,1,54,2
Italy,Faenza,62,2,1,1,47,1,2,1,62,2
Iran (Islamic Republic of),Falavarjan,129,3,1,1,129,3,1,1,116,3
Germany,Fallingbostel,61,2,1,1,41,1,2,1,61,2
Madagascar,Faratsiho,25,1,0,1,25,1,0,1,20,1
India,Fatehabad,169,4,4,1,166,4,1,1,169,4
Madagascar,Fenoarivo,23,1,1,1,23,1,0,1,23,1
Cameroon,Fontem,50,1,3,1,14,1,1,1,50,1
United States of America,Fort Hunt,51,2,1,1,27,1,9,1,51,2
South Africa,Piet Retief,164,4,4,1,20,1,7,1,164,4
United States of America,Pinewood,61,2,1,1,16,1,13,1,61,2
Lithuania,Panevezys,35,1,1,1,35,1,0,1,35,1
Philippines,Pangil,51,2,1,1,26,1,2,1,51,2
Pakistan,Pasni,189,4,3,1,40,1,4,1,189,4
Pakistan,Pasrur,164,4,3,1,147,3,1,1,164,4
India,Patratu,151,4,3,1,70,2,1,1,151,4
Brazil,Paulinia,66,2,2,1,4,1,5,1,66,2
